Purchase_ID,Purchase Date,Material Name,Category,Grade/Spec,Supplier,Unit,Quantity,Wholesale Rate,Discount,GST,Total Amount,Payment Mode,Invoice No,Remarks
PMT1360,11-04-2024,Polycab FR Electrical Wires 4.0 sq mm,Electrical,Standard,Legrand Authorised Dealer,meter,1248,8984.94,12.5%,28,12558789.73,,INV-2025-3992,Damaged packaging noted
PMT1115,06-06-2024,RED CLAY BRICKS CLASS 7.5,Masonry,,bharat bricks & blocks,piece,2986.42,Rs. 5233.27,0,12%,17504191.26,NEFT,INV-2025-6437,Damaged packaging noted
PMT2218,26/03/2023,siporex aac blocks 100mm,Masonry,,?,piece,167.55,6727.83,10%,28%,1298589.6,RTGS,INV-2024-8941,
PMT2191,10 Mar 2025,shree cement ppc grade,Cement,OPC,Ambuja Direct Depot,bag,3784.56,Rs. 2492.54,12.5%,28%,10565147.24,Bank Transfer,INV-2025-6071,late delivery
PMT1223,?,Precision Heavy-Duty PVC Conduit Pipes 20mm,Electrical,Standard,Havells Electric Store,?,4438.84,-,7.5%,5,38251587.85,Cheque,INV-2024-7672,late delivery
PMT2393,05/02/2023,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,,Kumar Steel Traders,kg,3506.42,1560.9,12.5,18%,5651049.03,,INV-2023-1024,Urgent site delivery
PMT1483,09-30-2023,natural granite slabs 18mm,Stone,Standard,Marble Palace Traders,sqft,4703.32,2488.01,7.5,12,12123175.85,cash,INV-2025-4631,Site B allocation
PMT1199,28 Apr 2024,Red Clay Bricks Class 7.5,Masonry,N/A,Bharat Bricks & Blocks,PIECE,2323.48,1309.04,NIL,28,3893156.17,RTGS,INV-2023-7668,
PMT1750,17 Feb 2023,siporex aac blocks 100mm,Masonry,N/A,Bharat Bricks & Blocks,piece,4255.66,Rs. 8422.84,0,12,40146112.47,,INV-2024-6955,
PMT1205,2025-07-12,red clay bricks class 7.5,Masonry,N/A,Siporex Depot,piece,4357.86,Rs. 5679.4,2%,5%,25467780.96,,INV-2024-3166,
PMT1526,2023-07-04,havells fr electrical wires 1.5 sq mm,Electrical,N/A,Havells Electric Store,meter,3366.51,8930.57,12.5%,28%,33672635.6,UPI,INV-2024-3160,Site B allocation
PMT2147,24 Apr 2023,CENTURYPLY MARINE PLYWOOD IS:710 19MM,Wood,,Greenlam Doors Store,sheet,4206,Rs. 6463.52,20%,12%,24358266.35,CHEQUE,INV-2024-7462,Damaged packaging noted
PMT1289,14/06/2025,Biltech AAC Blocks 200mm,Masonry,,Bharat Bricks & Blocks,piece,523.54,Rs. 8809.77,0,12%,5165739.02,CHEQUE,INV-2023-6744,Approved by site engineer
PMT1678,06-11-2024,Nitco Glazed Ceramic Wall Tiles 300x450mm,Tiles,Vitrified,Kajaria Tile Gallery,box,1578.4,7826.33,0,18,14576633.54,,INV-2025-9743,
PMT1861,01/12/2025,Red Clay Bricks Class 7.5,Masonry,,AAC Block Traders,piece,3649.58,NIL,15%,28%,36633360.55,,INV-2025-1914,Bulk order discount applied
PMT1221,16-04-2025,Tata Tiscon TMT Bars Fe 500D 10mm,Steel,,Tata Steel Authorised Dealer,kg,NA,476.46,12.5%,5,668922.15,UPI,INV-2024-8786,Bulk order discount applied
PMT1573,2025-04-03,Somany GVT Vitrified Floor Tiles 800x800MM,Tiles,GVT,Orientbell Depot,box,865.94,NIL,15%,5%,INR 568695.01,,INV-2025-4677,Urgent site delivery
PMT1869,02-11-2024,Nerolac Beauty Acrylic Interior Paint,Paint,N/A,Asian Paints Dealer,liter,799.99,5168.18,12.5%,12%,4051802.47,N.A.,INV-2023-8715,Approved by site engineer
PMT1511,2025-11-22,NEROLAC BEAUTY ACRYLIC INTERIOR PAINT,Paint,Standard,Nerolac Colour Shop,liter,2735.79,Rs. 934.08,0,12,2862100.33,,INV-2025-9821,late delivery
PMT1014,22 Nov 2023,  Schneider MCB B-Curve 32A  ,Electrical,N/A,Legrand Authorised Dealer,piece,2425,Rs. 8485.36,0,28%,26338557.44,cash,INV-2025-1320,Approved by site engineer
PMT1443,2023-08-26,schneider mcb b-curve 32a,Electrical,Standard,Legrand Authorised Dealer,NA,1005.28,8846.31,5%,12,9462171.7,N.A.,INV-2025-9989,Bulk order discount applied
PMT1446,07 Oct 2024,Nerolac Beauty Acrylic Interior Paint,Paint,,Nerolac Colour Shop,liter,2966.46,7705.72,15,5%,20401398.81,RTGS,INV-2024-3507,Urgent site delivery
PMT2023,21/12/2024,Greenlam Interior Flush Doors 30mm IS:2202,Wood,,Greenlam Doors Store,piece,4430,"6,949.85",0,12%,INR 34482375.76,,INV-2023-7506,
PMT1532,2025-03-24,Shree Cement PPC Grade,Cement,PPC,UltraTech Dealer Hub,bag,1669.87,6332.79,0,28%,N/A,CHEQUE,INV-2025-7374,Bulk order discount applied
PMT2268,02 Nov 2024,CONCRETE COLUMN COVER BLOCKS 40MM,Masonry,Standard,Bharat Bricks & Blocks,piece,1031,5593.0,0%,28%,7380970.24,NEFT,INV-2025-5308,Approved by site engineer
PMT2083,09-18-2024,Nerolac Beauty Acrylic Interior Paint,Paint,Standard,Berger Paints Store,liter,1227.19,Rs. 4317.51,20%,12%,4747370.97,UPI,INV-2025-4379,Bulk order discount applied
PMT1264,05-25-2024,Natural Granite Slabs 18mm,Stone,Standard,Marble Palace Traders,sqft,2513,2909.7,7.5,5,7101853.91,RTGS,INV-2025-9074,Approved by site engineer
PMT2046,11-08-2025,Kajaria Double Charged Vitrified Tiles 600x600mm,Tiles,GVT,Somany World Showroom,box,125.12,3131.25,12.5%,28%,438795.84,Cheque,INV-2024-6848,Site B allocation
PMT1163,03-02-2024,ASHIRVAD UPVC DRAINAGE PIPES SCHEDULE 40 110MM,Plumbing,Standard,Ashirvad Sales Corp,meter,1184.59,5631.67,0%,5,7004780.96,,INV-2025-2007,late delivery
PMT2059,17 Oct 2024,Havells FR Electrical Wires 1.5 sq mm,Electrical,N/A,,meter,3282.51,8009.86,5,18,29473831.46,Bank Transfer,INV-2024-2191,
PMT2140,08-07-2023,jk lakshmi cement opc 43 grade,Cement,,UltraTech Dealer Hub,bag,2634.03 bag,7860.09,15,5,18478063.73,,INV-2025-5040,late delivery
PMT1695,NA,ORIENTBELL CERAMIC BATHROOM TILES 300X600MM,Tiles,Ceramic,Kajaria Tile Gallery,box,2025.43,7486.67,0,12,16983373.14,Cheque,INV-2025-3054,
PMT1383,19/04/2023,UltraTech Cement OPC 53 Grade,Cement,OPC 43,UltraTech Dealer Hub,bag,3653.25,1734.04,0%,28,8108648.49,Cheque,INV-2023-6098,Return pending
PMT1866,22 Jan 2023,ultratech cement opc 53 grade,Cement,OPC 43,UltraTech Dealer Hub,bag,1158.41,2620.13,0,12,3399406.97,cash,INV-2025-7494,Approved by site engineer
PMT2225,2025-04-26,CENTURYPLY MARINE PLYWOOD IS:710 19MM,Wood,,Greenply Depot,sheet,4367,8188.47,0,18%,42195677.22,cash,,duplicate entry?
PMT1871,27-10-2024,Havells FR Electrical Wires 1.0 sq mm,Electrical,N/A,Legrand Authorised Dealer,meter,1786.44,3321.76,2%,28%,7443766.32,,INV-2025-2152,
PMT2111,29/05/2023,AIS Toughened Window Glass 8MM,Glass,N/A,AIS Glass Traders,SQFT,4268.42,6027.11,10,5,24311293.84,Cash,INV-2024-7862,Urgent site delivery
PMT1489,10/12/2023,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,Finishing,N/A,Birla Putty Depot,board,868.51,N/A,20%,5,1396151.36,NEFT,INV-2025-8588,Bulk order discount applied
PMT1809,29-06-2025,  Red Clay Bricks Class 7.5  ,Masonry,Standard,AAC Block Traders,piece,4034.15,Rs. 3240.33,5%,-,13039297.33,Bank Transfer,INV-2024-6700,
PMT1898,2024-03-27,Tata Tiscon TMT Bars Fe 500D 12mm,Steel,,NIL,kg,820,8629.67,2,28,8876547.6,N.A.,INV-2025-2132,Approved by site engineer
PMT1453,10/02/2023,ULTRATECH CEMENT OPC 53 GRADE,,OPC 43,NA,bag,940.92,1906.94,20%,12,1607673.07,NEFT,INV-2025-6462,duplicate entry?
PMT2264,29-01-2025,Siporex AAC Blocks 100mm,Masonry,,Siporex Depot,piece,1245.85,Rs. 4709.81,7.5%,12%,6078954.59,NEFT,INV-2025-6725,late delivery
PMT1854,13/04/2025,Finolex PVC Conduit Pipes 25MM,Electrical,,Legrand Authorised Dealer,meter,3400.13,7196.39,0%,18%,28873020.61,CHEQUE,INV-2025-8477,Damaged packaging noted
PMT2358,2024-06-30,  Manufactured Sand (M-Sand) 4.75mm  ,Aggregate,Standard,Krishna Sand & Aggregates,ton,783.63,6027.75,2%,18%,5462285.16,cash,INV-2025-5054,late delivery
PMT1559,04 Aug 2024,Kajaria Double Charged Vitrified Tiles 600x600mm,Tiles,,Kajaria Tile Gallery,box,1981.24,5640.42,2%,5%,NA,NEFT,INV-2024-4263,Return pending
PMT1252,20.09.2025,somany gvt vitrified floor tiles 800x800mm,Tiles,Vitrified,Kajaria Tile Gallery,box,214,2536.45,7.5%,18,592466.53,Cash,INV-2024-6410,
PMT1356,27 Aug 2024,centuryply marine plywood is:710 19mm,Wood,Standard,Greenply Depot,sheet,3807,2777.21,12.5,12,10361381.7,cash,,late delivery
PMT2316,04-07-2024,Saint-Gobain Clear Float Glass 6mm,Glass,Standard,Saint-Gobain Glass Depot,sqft,2709.39,7198.13,0,18,23012998.9,cash,INV-2024-7886,
PMT1621,2024-08-23,natural italian marble slabs 20mm,Stone,Standard,Marble Palace Traders,sqft,4122.08 sqft,5245.85,0%,18%,25516099.77,UPI,INV-2025-3327,Urgent site delivery
PMT1763,26 Jun 2023,AIS TOUGHENED WINDOW GLASS 8MM,Glass,,Saint-Gobain Glass Depot,SQFT,3533.62,781.32,12.5,28%,INR 3092194.54,,INV-2025-9734,Urgent site delivery
PMT2142,18/08/2024,Kajaria Double Charged Vitrified Tiles 600x600MM,Tiles,,Orientbell Depot,box,2803.57,843.84,10%,28,2725360.71,,INV-2024-8614,duplicate entry?
PMT1781,2024-06-25,Berger WeatherCoat Anti-Algal Exterior Paint,Paint,N/A,Berger Paints Store,LITER,843.25,543.29,12.5%,28,513104.81,cash,INV-2023-9475,Damaged packaging noted
PMT1142,08-06-2024,Orientbell Ceramic Bathroom Tiles 300x600mm,Tiles,,kajaria tile gallery,box,3280.47,7066.88,0,5,24341822.23,N.A.,INV-2023-2658,Damaged packaging noted
PMT1298,11-05-2024,TATA WIRON ANNEALED BINDING WIRE 18 GAUGE,Steel,Fe 550D,JSW Steel Distributor,kg,603.91,6056.03,12.5,18,3776159.23,Bank Transfer,INV-2024-4971,Urgent site delivery
PMT1611,10-13-2023,ASIAN PAINTS ROYALE LUXURY INTERIOR EMULSION,,,Asian Paints Dealer,liter,2569.13,1349.9,5,28%,4217171.4,RTGS,INV-2023-4641,
PMT1415,2025-03-15,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,N/A,Ashirvad Sales Corp,?,3204.14,9208.63,5%,12,INR 31394107.07,Cash,INV-2024-2983,Urgent site delivery
PMT2232,11-02-2024,CENTURYPLY MARINE PLYWOOD IS:710 19MM,Wood,,CenturyPly Distributor,sheet,2593.14,3091.89,N/A,12,8979828.07,N.A.,INV-2024-8656,
PMT1595,09-09-2023,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,Finishing,,Birla Putty Depot,board,1036,3610.9,7.5,12%,3875564.53,,INV-2024-9921,Urgent site delivery
PMT2235,07-26-2023,JSW Neosteel TMT Bars Fe 550D 20mm,Steel,,srmb steel point,kg,2790.26,3294.4,?,18,9490980.1,UPI,INV-2025-7179,
PMT1182,2023-05-15,CenturyDoors Solid Core Flush Doors 35mm,Wood,,CenturyPly Distributor,piece,4791,"1,952.37",15,28%,10176939.48,NEFT,INV-2025-6503,
PMT1465,07-04-2024,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,N/A,Ashirvad Sales Corp,meter,3751.46,9127.62,NA,12,,cash,INV-2023-3095,
PMT1982,16 Dec 2024,Shree Cemnt PPC Grade,Cement,OPC,Regional Cement Traders,BAG,1812.44,5861.76,2%,12%,null,UPI,INV-2023-4618,
PMT2349,NIL,  UltraTech Cement OPC 53 Grade  ,Cement,PPC,regional cement traders,BAG,4422.97,7970.77,20,28%,36100584.02,Cheque,INV-2023-4308,
PMT1728,25 Oct 2025,  Red Clay Bricks Class 7.5  ,Masonry,,Siporex Depot,piece,1292.98,693.92,0%,null,1058725.12,cash,INV-2024-5797,Damaged packaging noted
PMT2304,12-01-2023,concrete column cover blocks 40mm,,,Siporex Depot,PIECE,3070.15,1611.71,10,NIL,4676040.93,CHEQUE,INV-2024-1006,Site B allocation
PMT1355,11-09-2025,BERGER WEATHERCOAT ANTI-ALGAL EXTERIOR PAINT,Paint,N/A,Nerolac Colour Shop,liter,3584.54,2504.8,0%,12,10055982.49,,INV-2025-2213,
PMT1184,07-07-2025,ASTRAL CPVC PIPES SDR 11 25MM,Plumbing,Standard,Astral Plumbing Store,METER,2499,9268.58,5,12,24644561.03,Bank Transfer,INV-2025-8847,
PMT1116,19-01-2023,Orientbell Ceramic Bathroom Tiles 300x600mm,Tiles,Vitrified,Orientbell Depot,box,4794.69,5139.15,7.5,28%,29174507.24,Bank Transfer,INV-2023-9814,Damaged packaging noted
PMT2044,18-09-2023,Nerolac Beauty Acrylic Interior Paint,Paint,,Berger Paints Store,LITER,625.38,3352.23,5%,5%,2091176.55,NEFT,INV-2025-4475,
PMT1520,15/11/2025,Havells FR Electrical Wires 1.5 sq mm,Electrical,Standard,Legrand Authorised Dealer,meter,2933.7,9435.57,12.5%,12%,27127509.07,,INV-2025-7247,Return pending
PMT1503,25-05-2024,KAJARIA DOUBLE CHARGED VITRIFIED TILES 600X600MM,Tiles,,Somany World Showroom,box,4040,5763.94,2%,5,23961620.81,cash,INV-2024-2631,Return pending
PMT2243,01/06/2025,Prince SWR PVC Pipes Type B 110MM,Plumbing,N/A,Astral Plumbing Store,meter,3361,5450.03,15,18,18372503.48,Cheque,INV-2023-5265,Site B allocation
PMT1078,22-04-2025,Tata Tiscon TMT Bars Fe 500D 12mm,Steel,Fe 500,JSW Steel Distributor,kg,735.49,6013.33,0%,18%,5218838.02,Bank Transfer,INV-2025-8511,Urgent site delivery
PMT1118,26-10-2025,Dalmia Cement PPC Grade,Cement,OPC,UltraTech Dealer Hub,bag,1910.16 bag,7572.37,5,?,16214635.31,Cash,INV-2025-7456,Return pending
PMT1873,14 Nov 2025,Schneider MCB B-Curve 32A,Electrical,Standard,Polycab Distributor,piece,2339.72,4475.45,20,18,9884907.08,RTGS,INV-2024-5540,
PMT1072,22 May 2023,Biltech AAC Blocks 200mm,Masonry,,Siporex Depot,piece,3577.61,4820.22,7.5,5%,16749077.34,,INV-2023-7547,Approved by site engineer
PMT2299,13/07/2025,Saint-Gobain Clear Float Glass 6MM,Glass,,AIS Glass Traders,SQFT,1925,8277.13,20,28,16315878.66,,INV-2023-9419,duplicate entry?
PMT2223,29/08/2023,Tata Wiron Annealed Binding Wire 18 Gauge,,,JSW Steel Distributor,kg,4760.51,4414.78,15,5%,18757319.37,CHEQUE,INV-2025-7407,duplicate entry?
PMT1413,07/04/2023,Polycab FR Electrical Wires 4.0 sq mm,Electrical,N/A,Polycab Distributor,meter,1869.47,3875.41,5%,28,8809874.68,RTGS,INV-2023-6452,
PMT1689,03-06-2024,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,Standard,NA,meter,4797.63,1726.16,7.5,5%,8043384.54,cash,INV-2025-2610,
PMT1190,09/04/2024,ASIAN PAINTS APEX WEATHERCOAT EXTERIOR PAINT,Paint,N/A,Asian Paints Dealer,NIL,563,"4,885.35",,5,2887974.65,UPI,INV-2023-2487,Return pending
PMT1180,19 Feb 2023,Havells FR Electrical Wires 1.5 sq mm,Electrical,,Legrand Authorised Dealer,METER,1855.25,Rs. 3172.61,20,5,4944227.15,,INV-2024-1844,
PMT2114,11-05-2025,Saint-Gobain Clear Float Glass 6mm,Glass,Standard,saint-gobain glass depot,?,4997.04,1512.9,7.5,12,7832182.6,NEFT,INV-2025-5838,Bulk order discount applied
PMT2171,09/09/2023,Plastering Sand (P-Sand) 2.36mm,Aggregate,Standard,GreenBuild Materials,null,666.96,"8,576.31",15,28%,6223420.62,Cash,INV-2025-4020,
PMT1402,19 Apr 2025,ACC Cement OPC 43 Grade,Cement,OPC,Balaji Building Supplies,BAG,2263,3019.12,0%,12%,INR 7652140.79,CHEQUE,INV-2023-5438,
PMT2068,15/03/2025,Coarse Aggregate 20MM Blue Metal,Aggregate,,Local Quarry Suppliers,ton,3309.26,8233.95,10,5%,25749625.9,RTGS,INV-2025-3182,Damaged packaging noted
PMT1327,16-11-2025,  Siporex AAC Blocks 100mm  ,,N/A,Bharat Bricks & Blocks,NIL,3972.02,5964.8,2,12%,26004673.85,,INV-2023-9459,Damaged packaging noted
PMT1414,03-12-2023,Legrand MCB B-Curve 16A,Electrical,,Legrand Authorised Dealer,piece,3165.32,7837.14,15,5%,22140297.47,,INV-2025-6486,Site B allocation
PMT1777,2025-11-15,Supreme SWR PVC Pipes Type A 75mm,Plumbing,,Finolex Pipes Distributor,meter,1154,null,7.5,12,4341199.6,N.A.,,Damaged packaging noted
PMT1607,17 Feb 2024,Greenply BWR Commercial Plywood 12mm,,,CenturyPly Distributor,sheet,4898,Rs. 4797.05,7.5%,5%,22820442.31,,INV-2025-3431,Site B allocation
PMT2358,2024-06-30,  Manufactured Sand (M-Sand) 4.75mm  ,Aggregate,Standard,Krishna Sand & Aggregates,ton,783.63,6027.75,2%,18%,5462285.16,cash,INV-2025-5054,late delivery
PMT1087,30/10/2024,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,,Astral Plumbing Store,meter,549,7321.64,0%,5%,4220559.38,UPI,INV-2024-9412,Return pending
PMT1088,08 Apr 2025,JSW NEOSTEEL TMT BARS FE 550D 25MM,Steel,Fe 500D,Tata Steel Authorised Dealer,kg,703,3545.69,5,5%,2486388.52,UPI,INV-2023-1699,Bulk order discount applied
PMT1365,07-08-2023,NEROLAC BEAUTY ACRYLIC INTERIOR PAINT,,,Nerolac Colour Shop,liter,4612.87,2641.06,7.5%,18%,13297598.72,Cash,,
PMT2391,09-24-2023,Natural Italian Marble Slabs 20mm,Stone,Standard,Natural Stone Exporters,SQFT,4964.33,638.77,0%,18,3741856.79,Cash,INV-2025-1447,Approved by site engineer
PMT1550,19 Dec 2025,JK WALLMAXX WALL PUTTY,Finishing,,Birla Putty Depot,bag,2267.57,1072.34,7.5,5%,2361697.34,Cash,INV-2023-1414,
PMT1301,26/07/2023,COARSE AGGREGATE 10MM BLUE METAL,Aggregate,Standard,GreenBuild Materials,ton,1103.34,NA,15,18,6701861.45,Cheque,INV-2023-6442,
PMT1009,17/05/2025,GYPROC BY SAINT-GOBAIN GYPSUM BOARDS 12.5MM,Finishing,Standard,Birla Putty Depot,board,,Rs. 1428.78,10%,5,5005788.24,N.A.,INV-2024-3532,Bulk order discount applied
PMT2342,11 Feb 2025,UltraTech Cement OPC 53 Grade,Cement,OPC 43,Ambuja Direct Depot,bag,2729.79,9450.4,12.5%,18,26636029.66,NEFT,INV-2025-9284,
PMT2276,25/11/2025,Coarse Aggregate 20mm Blue Metal,Aggregate,,GreenBuild Materials,ton,2524.33 ton,"3,592.68",15%,28%,9867191.58,RTGS,INV-2025-7064,duplicate entry?
PMT1333,08-27-2025,SHREE CEMENT PPC GRADE,Cement,OPC 43,Ambuja Direct Depot,bag,NIL,67.85,15%,12%,133206.03,Bank Transfer,INV-2023-7974,Bulk order discount applied
PMT1790,12-28-2024,MANUFACTURED SAND (M-SAND) 4.75MM,Aggregate,N/A,Krishna Sand & Aggregates,ton,397,6595.37,20,18,2471733.62,N.A.,INV-2024-6411,Urgent site delivery
PMT1274,06 Aug 2023,Greenply BWR Commercial Plywood 12mm,Wood,Standard,Greenlam Doors Store,sheet,4085,1491.26,12.5%,12,5969961.16,Cheque,,Bulk order discount applied
PMT1683,04-04-2023,  Coarse Aggregate 10mm Blue Metal  ,Aggregate,,Local Quarry Suppliers,TON,2059,Rs. 5086.38,0%,5,10996499.24,,INV-2024-8978,Site B allocation
PMT1406,NIL,GYPROC BY SAINT-GOBAIN GYPSUM BOARDS 12.5MM,,,JK Wall Solutions,board,4549,1036.96,12.5%,18,4870437.8,UPI,INV-2023-6165,duplicate entry?
PMT1280,21 Nov 2024,  Tata Wiron Annealed Binding Wire 18 Gauge  ,Steel,Fe 500D,Kumar Steel Traders,kg,3214.06,9009.08,20,28,29650661.03,Cheque,INV-2025-4471,Damaged packaging noted
PMT1771,04-25-2024,  Asian Paints Apex WeatherCoat Exterior Paint  ,Paint,Standard,Asian Paints Dealer,liter,4995,3259.11,0%,5,17093217.17,CHEQUE,INV-2024-3940,Bulk order discount applied
PMT1986,08-11-2024,Natural Granite Slabs 18mm,Stone,N/A,Natural Stone Exporters,SQFT,3263,488.34,2%,12%,1748974.47,NEFT,,Return pending
PMT1837,02-03-2024,Coarse Aggregate 10mm Blue Metal,Aggregate,,Krishna Sand & Aggregates,ton,1469.14,Rs. 7782.57,7.5,12%,INR 11845297.55,Bank Transfer,INV-2024-6840,
PMT1461,22 Mar 2023,ACC Cement OPC 43 grd,Cement,PPC,Balaji Building Supplies,bag,2302.82,"8,135.64",0,18,22107199.12,Cash,INV-2024-5237,duplicate entry?
PMT1243,25-08-2024,NITCO GLAZED CERAMIC WALL TILES 300X450MM,,Vitrified,N/A,box,NIL,467.97,0%,5,379193.99,NEFT,INV-2024-4908,Approved by site engineer
PMT1172,28 May 2024,DALMIA CEMENT PPC GRADE,Cement,OPC,UltraTech Dealer Hub,bag,1335.85,4669.09,NIL,28%,7983620.96,RTGS,INV-2024-1904,Site B allocation
PMT1851,2024-04-15,  Finolex PVC Conduit Pipes 25mm  ,Electrical,N/A,Polycab Distributor,METER,1448,Rs. 175.5,2,5%,261493.6,Cash,INV-2023-1438,Approved by site engineer
PMT2336,05 Sep 2023,Dalmia Cement PPC grd,Cement,OPC,Regional Cement Traders,bag,3694,1758.81,15,28,7068784.02,,INV-2023-6824,Urgent site delivery
PMT1797,19/02/2025,  Precision Heavy-Duty PVC Conduit Pipes 20mm  ,Electrical,Standard,Legrand Authorised Dealer,meter,1033.99,5626.12,N/A,28,7297286.12,Bank Transfer,INV-2025-1252,Damaged packaging noted
PMT1423,27/01/2024,PVC Slab Cover Blocks 20mm,Masonry,N/A,Siporex Depot,piece,1323.23,7317.59,15,28,10534945.82,,INV-2023-4370,Site B allocation
PMT2115,23/09/2025,Nerolac Beauty Acrylic Interior Paint,Paint,,Asian Paints Dealer,liter,1412,4585.17,20%,NA,6111701.48,,INV-2024-2573,
PMT1210,2024-04-04,Concrete Column Cover Blocks 40mm,Masonry,Standard,AAC Block Traders,piece,2189.59,7996.99,0,28%,22412965.55,UPI,INV-2024-2339,Urgent site delivery
PMT1010,24-04-2025,centurydoors solid core flush doors 35mm,Wood,N/A,Greenply Depot,piece,4054,2124.78,2%,28%,10805223.63,,INV-2025-7548,Site B allocation
PMT1338,03-13-2024,Astral CPVC Pipes SDR 11 25mm,Plumbing,,Astral Plumbing Store,METER,3739,907.62,20%,28%,3475037.37,Cash,INV-2025-1498,late delivery
PMT1906,16 Feb 2025,Finolex PVC Conduit Pipes 25mm,Electrical,N/A,Havells Electric Store,meter,3382.12 meter,3738.39,12.5,28,14160925.62,Bank Transfer,,Damaged packaging noted
PMT2121,2024.07.23,  PVC Slab Cover Blocks 20mm  ,Masonry,Standard,Bharat Bricks & Blocks,PIECE,2516.79,"9,053.14",12.5%,18,23525359.92,CHEQUE,INV-2025-7874,Bulk order discount applied
PMT1469,09.14.2024,ACC CEMENT OPC 43 GRADE,Cement,OPC,Balaji Building Supplies,bag,1190.94,2025.45,0,5,2532798.89,Bank Transfer,INV-2024-5681,
PMT1424,2025-02-06,Natural Italian Marble Slabs 20mm,Stone,,Marble Palace Traders,NA,3031,7716.74,15,28%,25447709.57,,INV-2023-8804,Urgent site delivery
PMT2326,20 Oct 2024,  Plastering Sand (P-Sand) 2.36mm  ,Aggregate,N/A,GreenBuild Materials,ton,4596.1,907.5,15%,5,3722582.47,NEFT,INV-2023-7403,Return pending
PMT2199,24 Mar 2024,Ambuja Cement OPC 53 Grade,Cement,OPC 43,UltraTech Dealer Hub,bag,N/A,Rs. 9212.55,7.5%,5,44140113.96,N.A.,INV-2025-5309,Site B allocation
PMT1170,04/01/2024,JK WallMaxX Wall Putty,Finishing,N/A,birla putty depot,,524.02,554.52,20,5%,244086.84,,INV-2025-4027,Bulk order discount applied
PMT2018,10-21-2025,Nitco Glazed Ceramic Wall Tiles 300x450mm,Tiles,Ceramic,Orientbell Depot,box,1416.14,4055.66,5,18%,6438331.62,Bank Transfer,,Damaged packaging noted
PMT1887,25/09/2024,Nerolac Beauty Acrylic Interior Paint,Paint,N/A,Asian Paints Dealer,liter,3079.57,1086.86,7.5%,12%,3467555.66,CHEQUE,INV-2024-7479,late delivery
PMT2000,01/06/2025,Dalmia Cement PPC Grade,Cement,OPC 43,UltraTech Dealer Hub,bag,2746.28,1629.19,0,18,5279570.06,NEFT,INV-2025-6928,late delivery
PMT2076,09/03/2024,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,Finishing,,jk wall solutions,board,4227.08,6306.26,0,12,29855913.38,,INV-2025-4836,Damaged packaging noted
PMT1203,2023-11-20,KAJARIA DOUBLE CHARGED VITRIFIED TILES 600X600MM,Tiles,,Orientbell Depot,box,3430.34,6535.62,10%,28,25827147.31,N.A.,INV-2025-4747,Damaged packaging noted
PMT1271,09-25-2023,Shree Cement PPC Grade,Cement,,Ambuja Direct Depot,bag,497.69,"5,075.79",5,18,2831836.49,Bank Transfer,INV-2024-7864,
PMT1815,12-13-2023,tata tiscon tmt bars fe 500d 10mm,,,jsw steel distributor,null,3889.67,"6,288.38",12.5%,18%,25254664.03,,INV-2024-4039,Bulk order discount applied
PMT1775,14/05/2023,Nerolac Beauty Acrylic Interior Paint,Paint,,Nerolac Colour Shop,LITER,1548.1,384.26,7.5,5,577770.31,Bank Transfer,INV-2023-4270,late delivery
PMT1997,05-01-2025,CENTURYDOORS SOLID CORE FLUSH DOORS 35MM,Wood,,CenturyPly Distributor,piece,4238.38,2923.92,NA,18%,13526614.64,cash,INV-2024-3643,Site B allocation
PMT2108,10-13-2024,Legrand MCB B-Curve 16A,Electrical,Standard,Havells Electric Store,piece,NA,null,20,28%,485778.84,cash,INV-2025-3281,Site B allocation
PMT1601,11-07-2024,Berger WeatherCoat Anti-Algal Exterior Paint,Paint,Standard,Berger Paints Store,liter,2756,Rs. 8775.32,0,28%,30956520.86,cash,INV-2023-4003,
PMT1084,29/05/2025,Ambuja Cement OPC 53 Grade,Cement,OPC 43,UltraTech Dealer Hub,bag,281.92,?,0%,28,INR 2312747.18,,INV-2024-4678,Site B allocation
PMT1300,28 Feb 2023,havells fr electrical wires 1.5 sq mm,Electrical,Standard,Polycab Distributor,meter,1775,Rs. 3522.37,2%,18,7230051.89,,INV-2023-2819,
PMT1269,21 May 2024,Tata Tiscon TMT Bars Fe 500D 10mm,Steel,,Tata Steel Authorised Dealer,kg,910.04,378.91,20%,28%,353099.01,UPI,INV-2024-8851,
PMT1963,20 Oct 2024,red clay bricks class 7.5,Masonry,N/A,AAC Block Traders,piece,1055.82,6524.16,10,28,7935366.08,N.A.,INV-2025-2961,Bulk order discount applied
PMT2026,08/03/2025,Siporex AAC Blocks 100mm,Masonry,,Bharat Bricks & Blocks,piece,NA,"5,060.04",5,18%,2274594.24,Cheque,INV-2024-7881,Bulk order discount applied
